Net Asset Value,Repurchase Price,Sale Price,NAV date
30.7794,30.4716,30.7794,01-Jul-15
30.8173,30.5091,30.8173,02-Jul-15
30.8174,30.5092,30.8174,03-Jul-15
30.9101,30.601,30.9101,06-Jul-15
30.9373,30.6279,30.9373,07-Jul-15
30.8821,30.5733,30.8821,08-Jul-15
30.8888,30.5799,30.8888,09-Jul-15
30.8954,30.5864,30.8954,10-Jul-15
30.8542,30.5457,30.8542,13-Jul-15
30.9204,30.6112,30.9204,14-Jul-15
30.9197,30.6105,30.9197,15-Jul-15
30.9726,30.6629,30.9726,16-Jul-15
31.0144,30.7043,31.0144,17-Jul-15
31.0499,30.7394,31.0499,20-Jul-15
31.01,30.6999,31.01,21-Jul-15
31.0572,30.7466,31.0572,22-Jul-15
31.0897,30.7788,31.0897,23-Jul-15
31.0565,30.7459,31.0565,24-Jul-15
31.0177,30.7075,31.0177,27-Jul-15
31.1073,30.7962,31.1073,28-Jul-15
31.1554,30.8438,31.1554,29-Jul-15
31.1555,30.8439,31.1555,30-Jul-15
31.2864,30.9735,31.2864,31-Jul-15
31.3183,31.0051,31.3183,03-Aug-15
31.3271,31.0138,31.3271,04-Aug-15
31.3946,31.0807,31.3946,05-Aug-15
31.4132,31.0991,31.4132,06-Aug-15
31.3994,31.0854,31.3994,07-Aug-15
31.4823,31.1675,31.4823,10-Aug-15
31.4591,31.1445,31.4591,11-Aug-15
31.3429,31.0295,31.3429,12-Aug-15
31.3963,31.0823,31.3963,13-Aug-15
31.5084,31.1933,31.5084,14-Aug-15
31.5445,31.2291,31.5445,17-Aug-15
31.5982,31.2822,31.5982,19-Aug-15
31.5072,31.1921,31.5072,20-Aug-15
31.4338,31.1195,31.4338,21-Aug-15
31.0399,30.7295,31.0399,24-Aug-15
31.1537,30.8422,31.1537,25-Aug-15
31.1671,30.8554,31.1671,26-Aug-15
31.2962,30.9832,31.2962,27-Aug-15
31.2727,30.96,31.2727,28-Aug-15
31.272,30.9593,31.272,31-Aug-15
31.2329,30.9206,31.2329,01-Sep-15
31.2396,30.9272,31.2396,02-Sep-15
31.3078,30.9947,31.3078,03-Sep-15
31.2359,30.9235,31.2359,04-Sep-15
31.102,30.791,31.102,07-Sep-15
31.1603,30.8487,31.1603,08-Sep-15
31.2373,30.9249,31.2373,09-Sep-15
31.2059,30.8938,31.2059,10-Sep-15
31.2189,30.9067,31.2189,11-Sep-15
31.2917,30.9788,31.2917,14-Sep-15
31.2856,30.9727,31.2856,15-Sep-15
31.2712,30.9585,31.2712,16-Sep-15
