Net Asset Value,Repurchase Price,Sale Price,NAV date
94.2465,93.304,94.2465,17-Jun-15
95.1366,94.1852,95.1366,18-Jun-15
95.1142,94.1631,95.1142,19-Jun-15
95.8402,94.8818,95.8402,22-Jun-15
96.1317,95.1704,96.1317,23-Jun-15
96.1973,95.2353,96.1973,24-Jun-15
96.2334,95.2711,96.2334,25-Jun-15
96.2298,95.2675,96.2298,26-Jun-15
95.5083,94.5532,95.5083,29-Jun-15
96.2808,95.318,96.2808,30-Jun-15
97.0381,96.0677,97.0381,01-Jul-15
97.1618,96.1902,97.1618,02-Jul-15
97.3673,96.3936,97.3673,03-Jul-15
97.8853,96.9064,97.8853,06-Jul-15
98.0498,97.0693,98.0498,07-Jul-15
97.314,96.3409,97.314,08-Jul-15
97.2299,96.2576,97.2299,09-Jul-15
97.5459,96.5704,97.5459,10-Jul-15
98.0092,97.0291,98.0092,13-Jul-15
97.9644,96.9848,97.9644,14-Jul-15
98.2593,97.2767,98.2593,15-Jul-15
98.8841,97.8953,98.8841,16-Jul-15
98.9002,97.9112,98.9002,17-Jul-15
99.0231,98.0329,99.0231,20-Jul-15
97.9003,96.9213,97.9003,21-Jul-15
98.3165,97.3333,98.3165,22-Jul-15
98.3115,97.3284,98.3115,23-Jul-15
98.086,97.1051,98.086,24-Jul-15
97.1852,96.2133,97.1852,27-Jul-15
97.3712,96.3975,97.3712,28-Jul-15
97.8324,96.8541,97.8324,29-Jul-15
98.0888,97.1079,98.0888,30-Jul-15
99.1279,98.1366,99.1279,31-Jul-15
99.2506,98.2581,99.2506,03-Aug-15
99.8263,98.828,99.8263,04-Aug-15
100.543,99.5376,100.543,05-Aug-15
100.3837,99.3799,100.3837,06-Aug-15
99.9411,98.9417,99.9411,07-Aug-15
99.7814,98.7836,99.7814,10-Aug-15
99.3913,98.3974,99.3913,11-Aug-15
98.0999,97.1189,98.0999,12-Aug-15
98.2063,97.2242,98.2063,13-Aug-15
99.2363,98.2439,99.2363,14-Aug-15
99.3459,98.3524,99.3459,17-Aug-15
99.675,98.6783,99.675,18-Aug-15
100.1863,99.1844,100.1863,19-Aug-15
99.3704,98.3767,99.3704,20-Aug-15
98.7142,97.7271,98.7142,21-Aug-15
94.6687,93.722,94.6687,24-Aug-15
95.4138,94.4597,95.4138,25-Aug-15
94.8319,93.8836,94.8319,26-Aug-15
