Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-21,2020-11-21,2020-12-21,479.94155950240224,81697.57202473692,170.224,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-22,2020-11-22,2020-12-22,479.8108874932241,82386.98402097652,171.7072,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-23,2020-11-23,2020-12-23,479.0215403175871,82739.13925781733,172.7253,11
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-24,2020-11-24,2020-12-24,479.33046954671204,83427.51615765218,174.0501,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-25,2020-11-25,2020-12-25,478.9306183800719,83357.92202211334,174.0501,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-26,2020-11-26,2020-12-26,479.8238627831477,83513.39129979313,174.0501,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-27,2020-11-27,2020-12-27,479.6904682292023,83490.17396433947,174.0501,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-28,2020-11-28,2020-12-28,479.4724857287263,83917.99366097027,175.0215,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-29,2020-11-29,2020-12-29,479.08133355869137,83996.27623391153,175.3278,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-30,2020-11-30,2020-12-30,478.8789329686687,84272.39630542687,175.9785,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2015-12-31,2020-11-30,2020-12-31,478.2853773001928,84192.47930907748,176.0298,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2016-01-01,2020-12-01,2021-01-01,477.67512076334106,84365.546803859,176.617,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2016-01-02,2020-12-02,2021-01-02,477.1748438961494,84277.18940440622,176.617,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2016-01-03,2020-12-03,2021-01-03,477.40015906488145,84316.98389356217,176.617,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2016-01-04,2020-12-04,2021-01-04,477.0134755895311,84974.13111187278,178.1378,12
SBI Hybrid Equity Fund - Direct - Growth,60000.0,2016-01-05,2020-12-05,2021-01-05,476.55359659948215,85251.24475999728,178.8912,12
